Sentence,Tags
Salute the great man and great leader Hon Shri Narendra Modi Ji .,"[{""key"": ""Salute"", ""value"": ""eng"", ""index"": 0}, {""key"": ""the"", ""value"": ""eng"", ""index"": 1}, {""key"": ""great"", ""value"": ""eng"", ""index"": 2}, {""key"": ""man"", ""value"": ""eng"", ""index"": 3}, {""key"": ""and"", ""value"": ""eng"", ""index"": 4}, {""key"": ""great"", ""value"": ""eng"", ""index"": 5}, {""key"": ""leader"", ""value"": ""eng"", ""index"": 6}, {""key"": ""Hon"", ""value"": ""eng"", ""index"": 7}, {""key"": ""Shri"", ""value"": ""hi"", ""index"": 8}, {""key"": ""Narendra"", ""value"": ""un"", ""index"": 9}, {""key"": ""Modi"", ""value"": ""un"", ""index"": 10}, {""key"": ""Ji"", ""value"": ""hi"", ""index"": 11}, {""key"": ""."", ""value"": ""un"", ""index"": 12}]"
increase the Salary of Gram Rozgar Sevak ( GRS ) and to give Central Permanent Staff Status to Gram Rozgar Sevak ( GRS ) .,"[{""key"": ""increase"", ""value"": ""eng"", ""index"": 0}, {""key"": ""the"", ""value"": ""eng"", ""index"": 1}, {""key"": ""Salary"", ""value"": ""eng"", ""index"": 2}, {""key"": ""of"", ""value"": ""eng"", ""index"": 3}, {""key"": ""Gram"", ""value"": ""un"", ""index"": 4}, {""key"": ""Rozgar"", ""value"": ""un"", ""index"": 5}, {""key"": ""Sevak"", ""value"": ""un"", ""index"": 6}, {""key"": ""("", ""value"": ""un"", ""index"": 7}, {""key"": ""GRS"", ""value"": ""un"", ""index"": 8}, {""key"": "")"", ""value"": ""un"", ""index"": 9}, {""key"": ""and"", ""value"": ""eng"", ""index"": 10}, {""key"": ""to"", ""value"": ""eng"", ""index"": 11}, {""key"": ""give"", ""value"": ""eng"", ""index"": 12}, {""key"": ""Central"", ""value"": ""eng"", ""index"": 13}, {""key"": ""Permanent"", ""value"": ""eng"", ""index"": 14}, {""key"": ""Staff"", ""value"": ""eng"", ""index"": 15}, {""key"": ""Status"", ""value"": ""eng"", ""index"": 16}, {""key"": ""to"", ""value"": ""eng"", ""index"": 17}, {""key"": ""Gram"", ""value"": ""un"", ""index"": 18}, {""key"": ""Rozgar"", ""value"": ""un"", ""index"": 19}, {""key"": ""Sevak"", ""value"": ""un"", ""index"": 20}, {""key"": ""("", ""value"": ""un"", ""index"": 21}, {""key"": ""GRS"", ""value"": ""un"", ""index"": 22}, {""key"": "")"", ""value"": ""un"", ""index"": 23}, {""key"": ""."", ""value"": ""un"", ""index"": 24}]"
ghinoni harkat ka jabab milaga aam janta kbhi maf nhi karegi jay bharat ma,"[{""key"": ""ghinoni"", ""value"": ""hi"", ""index"": 0}, {""key"": ""harkat"", ""value"": ""hi"", ""index"": 1}, {""key"": ""ka"", ""value"": ""hi"", ""index"": 2}, {""key"": ""jabab"", ""value"": ""hi"", ""index"": 3}, {""key"": ""milaga"", ""value"": ""hi"", ""index"": 4}, {""key"": ""aam"", ""value"": ""hi"", ""index"": 5}, {""key"": ""janta"", ""value"": ""hi"", ""index"": 6}, {""key"": ""kbhi"", ""value"": ""hi"", ""index"": 7}, {""key"": ""maf"", ""value"": ""hi"", ""index"": 8}, {""key"": ""nhi"", ""value"": ""hi"", ""index"": 9}, {""key"": ""karegi"", ""value"": ""hi"", ""index"": 10}, {""key"": ""jay"", ""value"": ""hi"", ""index"": 11}, {""key"": ""bharat"", ""value"": ""un"", ""index"": 12}, {""key"": ""ma"", ""value"": ""hi"", ""index"": 13}]"
"friends this is a new page for confessing all the mischiefs you done in your engineering ... some senti moments , some mental moments , some loving some fighting moments and lot more all things we can think of can be share here . https://www.facebook.com/pages/Engineering-student-confessions/678063268872714?ref=stream","[{""key"": ""friends"", ""value"": ""eng"", ""index"": 0}, {""key"": ""this"", ""value"": ""eng"", ""index"": 1}, {""key"": ""is"", ""value"": ""eng"", ""index"": 2}, {""key"": ""a"", ""value"": ""eng"", ""index"": 3}, {""key"": ""new"", ""value"": ""eng"", ""index"": 4}, {""key"": ""page"", ""value"": ""eng"", ""index"": 5}, {""key"": ""for"", ""value"": ""eng"", ""index"": 6}, {""key"": ""confessing"", ""value"": ""eng"", ""index"": 7}, {""key"": ""all"", ""value"": ""eng"", ""index"": 8}, {""key"": ""the"", ""value"": ""eng"", ""index"": 9}, {""key"": ""mischiefs"", ""value"": ""eng"", ""index"": 10}, {""key"": ""you"", ""value"": ""eng"", ""index"": 11}, {""key"": ""done"", ""value"": ""eng"", ""index"": 12}, {""key"": ""in"", ""value"": ""eng"", ""index"": 13}, {""key"": ""your"", ""value"": ""eng"", ""index"": 14}, {""key"": ""engineering"", ""value"": ""eng"", ""index"": 15}, {""key"": ""..."", ""value"": ""un"", ""index"": 16}, {""key"": ""some"", ""value"": ""eng"", ""index"": 17}, {""key"": ""senti"", ""value"": ""eng"", ""index"": 18}, {""key"": ""moments"", ""value"": ""eng"", ""index"": 19}, {""key"": "","", ""value"": ""un"", ""index"": 20}, {""key"": ""some"", ""value"": ""eng"", ""index"": 21}, {""key"": ""mental"", ""value"": ""eng"", ""index"": 22}, {""key"": ""moments"", ""value"": ""eng"", ""index"": 23}, {""key"": "","", ""value"": ""un"", ""index"": 24}, {""key"": ""some"", ""value"": ""eng"", ""index"": 25}, {""key"": ""loving"", ""value"": ""eng"", ""index"": 26}, {""key"": ""some"", ""value"": ""eng"", ""index"": 27}, {""key"": ""fighting"", ""value"": ""eng"", ""index"": 28}, {""key"": ""moments"", ""value"": ""eng"", ""index"": 29}, {""key"": ""and"", ""value"": ""eng"", ""index"": 30}, {""key"": ""lot"", ""value"": ""eng"", ""index"": 31}, {""key"": ""more"", ""value"": ""eng"", ""index"": 32}, {""key"": ""all"", ""value"": ""eng"", ""index"": 33}, {""key"": ""things"", ""value"": ""eng"", ""index"": 34}, {""key"": ""we"", ""value"": ""eng"", ""index"": 35}, {""key"": ""can"", ""value"": ""eng"", ""index"": 36}, {""key"": ""think"", ""value"": ""eng"", ""index"": 37}, {""key"": ""of"", ""value"": ""eng"", ""index"": 38}, {""key"": ""can"", ""value"": ""eng"", ""index"": 39}, {""key"": ""be"", ""value"": ""eng"", ""index"": 40}, {""key"": ""share"", ""value"": ""eng"", ""index"": 41}, {""key"": ""here"", ""value"": ""eng"", ""index"": 42}, {""key"": ""."", ""value"": ""un"", ""index"": 43}, {""key"": ""https://www.facebook.com/pages/Engineering-student-confessions/678063268872714?ref=stream"", ""value"": ""un"", ""index"": 44}]"
bohot cool bhai bohot cool :p,"[{""key"": ""bohot"", ""value"": ""hi"", ""index"": 0}, {""key"": ""cool"", ""value"": ""eng"", ""index"": 1}, {""key"": ""bhai"", ""value"": ""hi"", ""index"": 2}, {""key"": ""bohot"", ""value"": ""hi"", ""index"": 3}, {""key"": ""cool"", ""value"": ""eng"", ""index"": 4}, {""key"": "":p"", ""value"": ""un"", ""index"": 5}]"
Great job sir ji .. .,"[{""key"": ""Great"", ""value"": ""eng"", ""index"": 0}, {""key"": ""job"", ""value"": ""eng"", ""index"": 1}, {""key"": ""sir"", ""value"": ""eng"", ""index"": 2}, {""key"": ""ji"", ""value"": ""hi"", ""index"": 3}, {""key"": "".."", ""value"": ""un"", ""index"": 4}, {""key"": ""."", ""value"": ""un"", ""index"": 5}]"
Why do we need to work in a group ? There is already so much human interaction . I do n't need more .,"[{""key"": ""Why"", ""value"": ""eng"", ""index"": 0}, {""key"": ""do"", ""value"": ""eng"", ""index"": 1}, {""key"": ""we"", ""value"": ""eng"", ""index"": 2}, {""key"": ""need"", ""value"": ""eng"", ""index"": 3}, {""key"": ""to"", ""value"": ""eng"", ""index"": 4}, {""key"": ""work"", ""value"": ""eng"", ""index"": 5}, {""key"": ""in"", ""value"": ""eng"", ""index"": 6}, {""key"": ""a"", ""value"": ""eng"", ""index"": 7}, {""key"": ""group"", ""value"": ""eng"", ""index"": 8}, {""key"": ""?"", ""value"": ""un"", ""index"": 9}, {""key"": ""There"", ""value"": ""eng"", ""index"": 10}, {""key"": ""is"", ""value"": ""eng"", ""index"": 11}, {""key"": ""already"", ""value"": ""eng"", ""index"": 12}, {""key"": ""so"", ""value"": ""eng"", ""index"": 13}, {""key"": ""much"", ""value"": ""eng"", ""index"": 14}, {""key"": ""human"", ""value"": ""eng"", ""index"": 15}, {""key"": ""interaction"", ""value"": ""eng"", ""index"": 16}, {""key"": ""."", ""value"": ""un"", ""index"": 17}, {""key"": ""I"", ""value"": ""eng"", ""index"": 18}, {""key"": ""do"", ""value"": ""eng"", ""index"": 19}, {""key"": ""n't"", ""value"": ""eng"", ""index"": 20}, {""key"": ""need"", ""value"": ""eng"", ""index"": 21}, {""key"": ""more"", ""value"": ""eng"", ""index"": 22}, {""key"": ""."", ""value"": ""un"", ""index"": 23}]"
Bhai always you are great person Love you Keep doing great works,"[{""key"": ""Bhai"", ""value"": ""hi"", ""index"": 0}, {""key"": ""always"", ""value"": ""eng"", ""index"": 1}, {""key"": ""you"", ""value"": ""eng"", ""index"": 2}, {""key"": ""are"", ""value"": ""eng"", ""index"": 3}, {""key"": ""great"", ""value"": ""eng"", ""index"": 4}, {""key"": ""person"", ""value"": ""eng"", ""index"": 5}, {""key"": ""Love"", ""value"": ""eng"", ""index"": 6}, {""key"": ""you"", ""value"": ""eng"", ""index"": 7}, {""key"": ""Keep"", ""value"": ""eng"", ""index"": 8}, {""key"": ""doing"", ""value"": ""eng"", ""index"": 9}, {""key"": ""great"", ""value"": ""eng"", ""index"": 10}, {""key"": ""works"", ""value"": ""eng"", ""index"": 11}]"
yr aakh khule ni or ye pd liya din he krab h,"[{""key"": ""yr"", ""value"": ""hi"", ""index"": 0}, {""key"": ""aakh"", ""value"": ""hi"", ""index"": 1}, {""key"": ""khule"", ""value"": ""hi"", ""index"": 2}, {""key"": ""ni"", ""value"": ""hi"", ""index"": 3}, {""key"": ""or"", ""value"": ""hi"", ""index"": 4}, {""key"": ""ye"", ""value"": ""hi"", ""index"": 5}, {""key"": ""pd"", ""value"": ""hi"", ""index"": 6}, {""key"": ""liya"", ""value"": ""hi"", ""index"": 7}, {""key"": ""din"", ""value"": ""hi"", ""index"": 8}, {""key"": ""he"", ""value"": ""hi"", ""index"": 9}, {""key"": ""krab"", ""value"": ""hi"", ""index"": 10}, {""key"": ""h"", ""value"": ""hi"", ""index"": 11}]"
@PuneethBM1 Sm DII buying it agressivly . Nt retail investors !,"[{""key"": ""@PuneethBM1"", ""value"": ""un"", ""index"": 0}, {""key"": ""Sm"", ""value"": ""eng"", ""index"": 1}, {""key"": ""DII"", ""value"": ""eng"", ""index"": 2}, {""key"": ""buying"", ""value"": ""eng"", ""index"": 3}, {""key"": ""it"", ""value"": ""eng"", ""index"": 4}, {""key"": ""agressivly"", ""value"": ""eng"", ""index"": 5}, {""key"": ""."", ""value"": ""un"", ""index"": 6}, {""key"": ""Nt"", ""value"": ""eng"", ""index"": 7}, {""key"": ""retail"", ""value"": ""eng"", ""index"": 8}, {""key"": ""investors"", ""value"": ""eng"", ""index"": 9}, {""key"": ""!"", ""value"": ""un"", ""index"": 10}]"
Am I the only one who thinks rajkumar hirani looks like arvind kejriwal ? :3,"[{""key"": ""Am"", ""value"": ""eng"", ""index"": 0}, {""key"": ""I"", ""value"": ""eng"", ""index"": 1}, {""key"": ""the"", ""value"": ""eng"", ""index"": 2}, {""key"": ""only"", ""value"": ""eng"", ""index"": 3}, {""key"": ""one"", ""value"": ""eng"", ""index"": 4}, {""key"": ""who"", ""value"": ""eng"", ""index"": 5}, {""key"": ""thinks"", ""value"": ""eng"", ""index"": 6}, {""key"": ""rajkumar"", ""value"": ""un"", ""index"": 7}, {""key"": ""hirani"", ""value"": ""un"", ""index"": 8}, {""key"": ""looks"", ""value"": ""eng"", ""index"": 9}, {""key"": ""like"", ""value"": ""eng"", ""index"": 10}, {""key"": ""arvind"", ""value"": ""un"", ""index"": 11}, {""key"": ""kejriwal"", ""value"": ""un"", ""index"": 12}, {""key"": ""?"", ""value"": ""un"", ""index"": 13}, {""key"": "":3"", ""value"": ""un"", ""index"": 14}]"
Thanks sir ji and same to you,"[{""key"": ""Thanks"", ""value"": ""eng"", ""index"": 0}, {""key"": ""sir"", ""value"": ""eng"", ""index"": 1}, {""key"": ""ji"", ""value"": ""hi"", ""index"": 2}, {""key"": ""and"", ""value"": ""eng"", ""index"": 3}, {""key"": ""same"", ""value"": ""eng"", ""index"": 4}, {""key"": ""to"", ""value"": ""eng"", ""index"": 5}, {""key"": ""you"", ""value"": ""eng"", ""index"": 6}]"
I love virat you are very very smart pata h mai kabhi kabhi sochti hu ki sorry kabhi kabhi nahi hamesh ki koi itna smart koi kai ho sakta h,"[{""key"": ""I"", ""value"": ""eng"", ""index"": 0}, {""key"": ""love"", ""value"": ""eng"", ""index"": 1}, {""key"": ""virat"", ""value"": ""un"", ""index"": 2}, {""key"": ""you"", ""value"": ""eng"", ""index"": 3}, {""key"": ""are"", ""value"": ""eng"", ""index"": 4}, {""key"": ""very"", ""value"": ""eng"", ""index"": 5}, {""key"": ""very"", ""value"": ""eng"", ""index"": 6}, {""key"": ""smart"", ""value"": ""eng"", ""index"": 7}, {""key"": ""pata"", ""value"": ""hi"", ""index"": 8}, {""key"": ""h"", ""value"": ""hi"", ""index"": 9}, {""key"": ""mai"", ""value"": ""hi"", ""index"": 10}, {""key"": ""kabhi"", ""value"": ""hi"", ""index"": 11}, {""key"": ""kabhi"", ""value"": ""hi"", ""index"": 12}, {""key"": ""sochti"", ""value"": ""hi"", ""index"": 13}, {""key"": ""hu"", ""value"": ""hi"", ""index"": 14}, {""key"": ""ki"", ""value"": ""hi"", ""index"": 15}, {""key"": ""sorry"", ""value"": ""eng"", ""index"": 16}, {""key"": ""kabhi"", ""value"": ""hi"", ""index"": 17}, {""key"": ""kabhi"", ""value"": ""hi"", ""index"": 18}, {""key"": ""nahi"", ""value"": ""hi"", ""index"": 19}, {""key"": ""hamesh"", ""value"": ""hi"", ""index"": 20}, {""key"": ""ki"", ""value"": ""hi"", ""index"": 21}, {""key"": ""koi"", ""value"": ""hi"", ""index"": 22}, {""key"": ""itna"", ""value"": ""hi"", ""index"": 23}, {""key"": ""smart"", ""value"": ""eng"", ""index"": 24}, {""key"": ""koi"", ""value"": ""hi"", ""index"": 25}, {""key"": ""kai"", ""value"": ""hi"", ""index"": 26}, {""key"": ""ho"", ""value"": ""hi"", ""index"": 27}, {""key"": ""sakta"", ""value"": ""hi"", ""index"": 28}, {""key"": ""h"", ""value"": ""hi"", ""index"": 29}]"
Haamze ki goli . Rangon ki holi Aur batting me kohli Poore India ko pasand h,"[{""key"": ""Haamze"", ""value"": ""un"", ""index"": 0}, {""key"": ""ki"", ""value"": ""hi"", ""index"": 1}, {""key"": ""goli"", ""value"": ""hi"", ""index"": 2}, {""key"": ""."", ""value"": ""un"", ""index"": 3}, {""key"": ""Rangon"", ""value"": ""hi"", ""index"": 4}, {""key"": ""ki"", ""value"": ""hi"", ""index"": 5}, {""key"": ""holi"", ""value"": ""un"", ""index"": 6}, {""key"": ""Aur"", ""value"": ""hi"", ""index"": 7}, {""key"": ""batting"", ""value"": ""eng"", ""index"": 8}, {""key"": ""me"", ""value"": ""eng"", ""index"": 9}, {""key"": ""kohli"", ""value"": ""un"", ""index"": 10}, {""key"": ""Poore"", ""value"": ""hi"", ""index"": 11}, {""key"": ""India"", ""value"": ""un"", ""index"": 12}, {""key"": ""ko"", ""value"": ""hi"", ""index"": 13}, {""key"": ""pasand"", ""value"": ""hi"", ""index"": 14}, {""key"": ""h"", ""value"": ""hi"", ""index"": 15}]"
Virat kohli you are best,"[{""key"": ""Virat"", ""value"": ""un"", ""index"": 0}, {""key"": ""kohli"", ""value"": ""un"", ""index"": 1}, {""key"": ""you"", ""value"": ""eng"", ""index"": 2}, {""key"": ""are"", ""value"": ""eng"", ""index"": 3}, {""key"": ""best"", ""value"": ""eng"", ""index"": 4}]"
"@JediPro Crap app , not able to add my bank","[{""key"": ""@JediPro"", ""value"": ""un"", ""index"": 0}, {""key"": ""Crap"", ""value"": ""eng"", ""index"": 1}, {""key"": ""app"", ""value"": ""eng"", ""index"": 2}, {""key"": "","", ""value"": ""un"", ""index"": 3}, {""key"": ""not"", ""value"": ""eng"", ""index"": 4}, {""key"": ""able"", ""value"": ""eng"", ""index"": 5}, {""key"": ""to"", ""value"": ""eng"", ""index"": 6}, {""key"": ""add"", ""value"": ""eng"", ""index"": 7}, {""key"": ""my"", ""value"": ""eng"", ""index"": 8}, {""key"": ""bank"", ""value"": ""eng"", ""index"": 9}]"
This is my daily prayer for suffering of rapists and rape apologists .,"[{""key"": ""This"", ""value"": ""eng"", ""index"": 0}, {""key"": ""is"", ""value"": ""eng"", ""index"": 1}, {""key"": ""my"", ""value"": ""eng"", ""index"": 2}, {""key"": ""daily"", ""value"": ""eng"", ""index"": 3}, {""key"": ""prayer"", ""value"": ""eng"", ""index"": 4}, {""key"": ""for"", ""value"": ""eng"", ""index"": 5}, {""key"": ""suffering"", ""value"": ""eng"", ""index"": 6}, {""key"": ""of"", ""value"": ""eng"", ""index"": 7}, {""key"": ""rapists"", ""value"": ""eng"", ""index"": 8}, {""key"": ""and"", ""value"": ""eng"", ""index"": 9}, {""key"": ""rape"", ""value"": ""eng"", ""index"": 10}, {""key"": ""apologists"", ""value"": ""eng"", ""index"": 11}, {""key"": ""."", ""value"": ""un"", ""index"": 12}]"
"I love you my hero i am too libra , happy birthday tum geo hazaron sal my hero","[{""key"": ""I"", ""value"": ""eng"", ""index"": 0}, {""key"": ""love"", ""value"": ""eng"", ""index"": 1}, {""key"": ""you"", ""value"": ""eng"", ""index"": 2}, {""key"": ""my"", ""value"": ""eng"", ""index"": 3}, {""key"": ""hero"", ""value"": ""eng"", ""index"": 4}, {""key"": ""i"", ""value"": ""eng"", ""index"": 5}, {""key"": ""am"", ""value"": ""eng"", ""index"": 6}, {""key"": ""too"", ""value"": ""eng"", ""index"": 7}, {""key"": ""libra"", ""value"": ""eng"", ""index"": 8}, {""key"": "","", ""value"": ""un"", ""index"": 9}, {""key"": ""happy"", ""value"": ""eng"", ""index"": 10}, {""key"": ""birthday"", ""value"": ""eng"", ""index"": 11}, {""key"": ""tum"", ""value"": ""hi"", ""index"": 12}, {""key"": ""geo"", ""value"": ""hi"", ""index"": 13}, {""key"": ""hazaron"", ""value"": ""hi"", ""index"": 14}, {""key"": ""sal"", ""value"": ""hi"", ""index"": 15}, {""key"": ""my"", ""value"": ""eng"", ""index"": 16}, {""key"": ""hero"", ""value"": ""eng"", ""index"": 17}]"
bdw 3rd yr m h to trix ka xam kaisa gaya .... :p,"[{""key"": ""bdw"", ""value"": ""eng"", ""index"": 0}, {""key"": ""3rd"", ""value"": ""eng"", ""index"": 1}, {""key"": ""yr"", ""value"": ""eng"", ""index"": 2}, {""key"": ""m"", ""value"": ""hi"", ""index"": 3}, {""key"": ""h"", ""value"": ""hi"", ""index"": 4}, {""key"": ""to"", ""value"": ""hi"", ""index"": 5}, {""key"": ""trix"", ""value"": ""eng"", ""index"": 6}, {""key"": ""ka"", ""value"": ""hi"", ""index"": 7}, {""key"": ""xam"", ""value"": ""eng"", ""index"": 8}, {""key"": ""kaisa"", ""value"": ""hi"", ""index"": 9}, {""key"": ""gaya"", ""value"": ""hi"", ""index"": 10}, {""key"": ""...."", ""value"": ""un"", ""index"": 11}, {""key"": "":p"", ""value"": ""un"", ""index"": 12}]"
@Jatinku62033008 @aliasshivani @aliaa08 Sureee ! I will make a card n will write everyone 's name in that,"[{""key"": ""@Jatinku62033008"", ""value"": ""un"", ""index"": 0}, {""key"": ""@aliasshivani"", ""value"": ""un"", ""index"": 1}, {""key"": ""@aliaa08"", ""value"": ""un"", ""index"": 2}, {""key"": ""Sureee"", ""value"": ""eng"", ""index"": 3}, {""key"": ""!"", ""value"": ""un"", ""index"": 4}, {""key"": ""I"", ""value"": ""eng"", ""index"": 5}, {""key"": ""will"", ""value"": ""eng"", ""index"": 6}, {""key"": ""make"", ""value"": ""eng"", ""index"": 7}, {""key"": ""a"", ""value"": ""eng"", ""index"": 8}, {""key"": ""card"", ""value"": ""eng"", ""index"": 9}, {""key"": ""n"", ""value"": ""eng"", ""index"": 10}, {""key"": ""will"", ""value"": ""eng"", ""index"": 11}, {""key"": ""write"", ""value"": ""eng"", ""index"": 12}, {""key"": ""everyone"", ""value"": ""eng"", ""index"": 13}, {""key"": ""'s"", ""value"": ""eng"", ""index"": 14}, {""key"": ""name"", ""value"": ""eng"", ""index"": 15}, {""key"": ""in"", ""value"": ""eng"", ""index"": 16}, {""key"": ""that"", ""value"": ""eng"", ""index"": 17}]"
"@FarOutAkhtar @ABPL_GROUP U trully deservs that , u 'vr amazing .","[{""key"": ""@FarOutAkhtar"", ""value"": ""un"", ""index"": 0}, {""key"": ""@ABPL_GROUP"", ""value"": ""un"", ""index"": 1}, {""key"": ""U"", ""value"": ""eng"", ""index"": 2}, {""key"": ""trully"", ""value"": ""eng"", ""index"": 3}, {""key"": ""deservs"", ""value"": ""eng"", ""index"": 4}, {""key"": ""that"", ""value"": ""eng"", ""index"": 5}, {""key"": "","", ""value"": ""un"", ""index"": 6}, {""key"": ""u"", ""value"": ""eng"", ""index"": 7}, {""key"": ""'vr"", ""value"": ""eng"", ""index"": 8}, {""key"": ""amazing"", ""value"": ""eng"", ""index"": 9}, {""key"": ""."", ""value"": ""un"", ""index"": 10}]"
"very sad news , but you said it right sir ,","[{""key"": ""very"", ""value"": ""eng"", ""index"": 0}, {""key"": ""sad"", ""value"": ""eng"", ""index"": 1}, {""key"": ""news"", ""value"": ""eng"", ""index"": 2}, {""key"": "","", ""value"": ""un"", ""index"": 3}, {""key"": ""but"", ""value"": ""eng"", ""index"": 4}, {""key"": ""you"", ""value"": ""eng"", ""index"": 5}, {""key"": ""said"", ""value"": ""eng"", ""index"": 6}, {""key"": ""it"", ""value"": ""eng"", ""index"": 7}, {""key"": ""right"", ""value"": ""eng"", ""index"": 8}, {""key"": ""sir"", ""value"": ""eng"", ""index"": 9}, {""key"": "","", ""value"": ""un"", ""index"": 10}]"
@republic Why Republic is publishing this news !! Dissent is not allowed in ur dictionary na ?!,"[{""key"": ""@republic"", ""value"": ""un"", ""index"": 0}, {""key"": ""Why"", ""value"": ""eng"", ""index"": 1}, {""key"": ""Republic"", ""value"": ""eng"", ""index"": 2}, {""key"": ""is"", ""value"": ""eng"", ""index"": 3}, {""key"": ""publishing"", ""value"": ""eng"", ""index"": 4}, {""key"": ""this"", ""value"": ""eng"", ""index"": 5}, {""key"": ""news"", ""value"": ""eng"", ""index"": 6}, {""key"": ""!!"", ""value"": ""un"", ""index"": 7}, {""key"": ""Dissent"", ""value"": ""eng"", ""index"": 8}, {""key"": ""is"", ""value"": ""eng"", ""index"": 9}, {""key"": ""not"", ""value"": ""eng"", ""index"": 10}, {""key"": ""allowed"", ""value"": ""eng"", ""index"": 11}, {""key"": ""in"", ""value"": ""eng"", ""index"": 12}, {""key"": ""ur"", ""value"": ""eng"", ""index"": 13}, {""key"": ""dictionary"", ""value"": ""eng"", ""index"": 14}, {""key"": ""na"", ""value"": ""hi"", ""index"": 15}, {""key"": ""?!"", ""value"": ""un"", ""index"": 16}]"
Please come To TURKEY,"[{""key"": ""Please"", ""value"": ""eng"", ""index"": 0}, {""key"": ""come"", ""value"": ""eng"", ""index"": 1}, {""key"": ""To"", ""value"": ""eng"", ""index"": 2}, {""key"": ""TURKEY"", ""value"": ""un"", ""index"": 3}]"
Firmino you asshole .. ..,"[{""key"": ""Firmino"", ""value"": ""un"", ""index"": 0}, {""key"": ""you"", ""value"": ""eng"", ""index"": 1}, {""key"": ""asshole"", ""value"": ""eng"", ""index"": 2}, {""key"": "".."", ""value"": ""un"", ""index"": 3}, {""key"": "".."", ""value"": ""un"", ""index"": 4}]"
@mehtanisha48 Dm me,"[{""key"": ""@mehtanisha48"", ""value"": ""un"", ""index"": 0}, {""key"": ""Dm"", ""value"": ""eng"", ""index"": 1}, {""key"": ""me"", ""value"": ""eng"", ""index"": 2}]"
"Missing the fragrance of freshly plucked flowers in morning , the evenings filled with the scented incense sticks and hawan pooja #Navratra","[{""key"": ""Missing"", ""value"": ""eng"", ""index"": 0}, {""key"": ""the"", ""value"": ""eng"", ""index"": 1}, {""key"": ""fragrance"", ""value"": ""eng"", ""index"": 2}, {""key"": ""of"", ""value"": ""eng"", ""index"": 3}, {""key"": ""freshly"", ""value"": ""eng"", ""index"": 4}, {""key"": ""plucked"", ""value"": ""eng"", ""index"": 5}, {""key"": ""flowers"", ""value"": ""eng"", ""index"": 6}, {""key"": ""in"", ""value"": ""eng"", ""index"": 7}, {""key"": ""morning"", ""value"": ""eng"", ""index"": 8}, {""key"": "","", ""value"": ""un"", ""index"": 9}, {""key"": ""the"", ""value"": ""eng"", ""index"": 10}, {""key"": ""evenings"", ""value"": ""eng"", ""index"": 11}, {""key"": ""filled"", ""value"": ""eng"", ""index"": 12}, {""key"": ""with"", ""value"": ""eng"", ""index"": 13}, {""key"": ""the"", ""value"": ""eng"", ""index"": 14}, {""key"": ""scented"", ""value"": ""eng"", ""index"": 15}, {""key"": ""incense"", ""value"": ""eng"", ""index"": 16}, {""key"": ""sticks"", ""value"": ""eng"", ""index"": 17}, {""key"": ""and"", ""value"": ""eng"", ""index"": 18}, {""key"": ""hawan"", ""value"": ""hi"", ""index"": 19}, {""key"": ""pooja"", ""value"": ""hi"", ""index"": 20}, {""key"": ""#Navratra"", ""value"": ""un"", ""index"": 21}]"
70 ' #LFC substitution - Sturridge comes on in place of Mane .,"[{""key"": ""70"", ""value"": ""un"", ""index"": 0}, {""key"": ""'"", ""value"": ""un"", ""index"": 1}, {""key"": ""#LFC"", ""value"": ""un"", ""index"": 2}, {""key"": ""substitution"", ""value"": ""eng"", ""index"": 3}, {""key"": ""-"", ""value"": ""un"", ""index"": 4}, {""key"": ""Sturridge"", ""value"": ""un"", ""index"": 5}, {""key"": ""comes"", ""value"": ""eng"", ""index"": 6}, {""key"": ""on"", ""value"": ""eng"", ""index"": 7}, {""key"": ""in"", ""value"": ""eng"", ""index"": 8}, {""key"": ""place"", ""value"": ""eng"", ""index"": 9}, {""key"": ""of"", ""value"": ""eng"", ""index"": 10}, {""key"": ""Mane"", ""value"": ""un"", ""index"": 11}, {""key"": ""."", ""value"": ""un"", ""index"": 12}]"
keep it up,"[{""key"": ""keep"", ""value"": ""eng"", ""index"": 0}, {""key"": ""it"", ""value"": ""eng"", ""index"": 1}, {""key"": ""up"", ""value"": ""eng"", ""index"": 2}]"
